alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,249,43,64,1,63,0.015625,0.1099476439790576,0.004016064257028112,0,betting,all,1867
0.1,249,43,64,1,63,0.015625,0.1099476439790576,0.004016064257028112,0,betting,all,1867
0.15,249,45,66,1,65,0.015151515151515152,0.11343804537521815,0.004016064257028112,0,betting,all,1867
0.2,249,46,68,1,67,0.014705882352941176,0.1169284467713787,0.004016064257028112,0,betting,all,1867
0.05,249,26,34,0,34,0.0,0.06627680311890838,0.0,1,betting,all,1670
0.1,249,39,52,0,52,0.0,0.10136452241715399,0.0,1,betting,all,1670
0.15,249,53,75,0,75,0.0,0.14619883040935672,0.0,1,betting,all,1670
0.2,249,63,93,0,93,0.0,0.18128654970760233,0.0,1,betting,all,1670
0.05,249,32,35,0,35,0.0,0.06517690875232775,0.0,2,betting,all,2030
0.1,249,41,47,0,47,0.0,0.08752327746741155,0.0,2,betting,all,2030
0.15,249,50,60,0,60,0.0,0.11173184357541899,0.0,2,betting,all,2030
0.2,249,60,71,1,70,0.014084507042253521,0.1303538175046555,0.004016064257028112,2,betting,all,2030
0.05,249,31,37,1,36,0.02702702702702703,0.0650994575045208,0.004016064257028112,3,betting,all,1757
0.1,249,38,47,1,46,0.02127659574468085,0.08318264014466546,0.002008032128514056,3,betting,all,1757
0.15,249,44,54,2,52,0.037037037037037035,0.09403254972875226,0.006024096385542169,3,betting,all,1757
0.2,249,49,60,2,58,0.03333333333333333,0.10488245931283906,0.006024096385542169,3,betting,all,1757
0.05,249,35,49,0,49,0.0,0.0812603648424544,0.0,4,betting,all,1674
0.1,249,49,70,0,70,0.0,0.11608623548922056,0.0,4,betting,all,1674
0.15,249,55,78,1,77,0.01282051282051282,0.12769485903814262,0.004016064257028112,4,betting,all,1674
0.2,249,68,92,2,90,0.021739130434782608,0.14925373134328357,0.008032128514056224,4,betting,all,1674
