family_id,dataset,image_id,file_name,category_id,category_name,prompt,is_prompt_absent,gt_count,candidate_idx,score,x1,y1,x2,y2,max_iou,is_tp,is_null,evalue,split
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,0,0.4010091722011566,70.4748,336.7389,332.0822,478.0016,0.0,False,True,9.998181818181818,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,1,0.14610250294208527,1.2314,109.6134,228.7808,300.8514,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,2,0.12574374675750732,211.367,44.8508,383.0054,210.6476,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,3,0.09848377853631973,150.6608,23.0996,384.6985,238.3626,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,4,0.09648369997739792,511.0598,194.4548,638.5076,407.4073,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,5,0.08732149749994278,110.4542,354.9163,288.2476,470.2826,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,6,0.07906724512577057,511.6797,195.2771,638.4913,319.3138,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,7,0.07827569544315338,49.0603,303.5232,373.0434,477.102,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,8,0.07690372318029404,2.4245,20.8917,383.5817,340.017,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,9,0.07476692646741867,153.4004,89.2936,199.1085,157.5561,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,10,0.07427940517663956,181.2929,149.486,241.3542,194.6609,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,11,0.0727769210934639,255.7257,230.3019,567.6727,475.8043,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,12,0.06917954236268997,69.4367,230.7942,567.4212,477.2774,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,13,0.0664481520652771,365.0826,0.9348,576.6266,145.1502,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,14,0.06533519178628922,151.5887,345.9022,325.9745,476.735,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,15,0.06428138166666031,251.5703,181.4136,300.6802,226.0118,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,16,0.06273037940263748,6.7685,120.6862,193.8953,278.8831,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,17,0.05465937778353691,152.2007,89.0509,242.9551,224.7607,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,18,0.05298508331179619,8.039,12.6739,629.8669,474.7472,0.0,False,True,0.0,test
lvis:9:851:1,lvis,9,train2017/000000000009.jpg,851,puffer_(fish),puffer_(fish),True,0,19,0.050880443304777145,88.3239,389.805,318.7632,475.6144,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,0,0.4349674880504608,363.5143,0.6104,574.363,144.4666,0.0,False,True,9.998181818181818,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,1,0.24559184908866882,465.836,55.8637,573.7072,143.5293,0.0,False,True,9.998181818181818,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,2,0.23555967211723328,463.7885,39.613,522.7433,88.8391,0.0,False,True,9.998181818181818,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,3,0.23263593018054962,373.5468,39.2553,449.9222,87.1082,0.0,False,True,9.998181818181818,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,4,0.21895423531532288,393.2085,71.4233,470.1869,144.1391,0.0,False,True,9.998181818181818,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,5,0.1926155388355255,361.8412,0.0785,457.282,68.3025,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,6,0.17256097495555878,445.0497,36.4646,477.7103,80.3975,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,7,0.16344422101974487,388.0073,0.229,456.6871,48.1033,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,8,0.1433340460062027,374.2723,39.6653,470.8701,143.6159,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,9,0.13936647772789001,376.953,38.0048,570.3644,142.5869,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,10,0.13273486495018005,173.0978,23.9891,278.5658,156.8551,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,11,0.12876762449741364,378.7849,10.4166,524.4788,119.1908,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,12,0.10085470974445343,174.2812,24.7862,382.6019,211.6829,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,13,0.08681723475456238,370.1835,3.1991,522.8248,92.2434,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,14,0.08511556684970856,0.8086,110.4215,227.4515,300.6043,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,15,0.07735335826873779,377.9186,29.1157,522.7363,104.4577,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,16,0.07283149659633636,154.2783,89.8923,198.2193,156.9205,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,17,0.0723593533039093,251.9749,182.312,300.0819,225.9193,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,18,0.06689277291297913,372.4538,5.6579,473.3645,119.1332,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,19,0.06405645608901978,70.1553,342.9921,331.9216,478.5475,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,20,0.059507522732019424,255.1941,230.5957,567.1491,476.7514,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,21,0.05693427100777626,330.3401,2.0021,614.692,194.3663,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,22,0.05659351125359535,181.6036,151.8267,240.8907,194.5041,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,23,0.05155171826481819,490.1516,81.8593,545.5931,126.654,0.0,False,True,0.0,test
lvis:9:14:2,lvis,9,train2017/000000000009.jpg,14,apricot,apricot,True,0,24,0.05022124573588371,511.123,195.5714,638.8596,407.5818,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,0,0.5743119120597839,379.5548,60.4663,603.9272,356.8478,0.0,False,True,9.998181818181818,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,1,0.15186217427253723,50.462,352.7966,182.313,413.6852,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,2,0.14707164466381073,268.7537,10.9248,604.7899,359.5943,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,3,0.12152276933193207,240.7846,350.5663,296.5735,381.9905,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,4,0.08956146985292435,319.6727,346.1653,363.6526,388.4385,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,5,0.08416392654180527,137.5069,380.1199,214.0031,391.9001,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,6,0.08003871142864227,320.6267,323.0653,638.4331,386.9641,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,7,0.07324426621198654,50.1234,314.6302,192.4531,414.2771,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,8,0.06374378502368927,367.1618,125.9875,597.2399,212.7136,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,9,0.06060562655329704,365.6915,126.5829,596.8842,178.5739,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,10,0.058837246149778366,241.0048,351.0335,269.0992,376.292,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,11,0.05731295794248581,174.4704,369.5525,193.3397,375.4567,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,12,0.056653521955013275,372.3046,182.0337,417.5515,199.8269,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,13,0.05516616255044937,378.2208,62.4422,515.5081,300.9784,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,14,0.05132671818137169,130.6251,313.024,193.6175,366.8007,0.0,False,True,0.0,test
lvis:25:815:5,lvis,25,train2017/000000000025.jpg,815,pitchfork,pitchfork,True,0,15,0.051160331815481186,393.3392,302.8957,426.0941,358.9848,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,0,0.5113025307655334,33.515,29.0058,621.8137,354.1902,0.0,False,True,9.998181818181818,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,1,0.2611309885978699,178.9532,29.087,511.0594,229.6765,0.0,False,True,9.998181818181818,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,2,0.23173575103282928,172.7708,28.7498,512.0273,353.3349,0.0,False,True,9.998181818181818,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,3,0.143260657787323,193.2454,249.6813,354.5779,354.9191,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,4,0.10504942387342453,92.3126,31.9872,547.0632,317.0356,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,5,0.07454975694417953,242.0891,260.0239,353.8021,354.2001,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,6,0.07442045211791992,177.2864,101.8749,619.623,352.9611,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,7,0.07402566820383072,182.1518,102.3359,443.7921,227.3696,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,8,0.0704863891005516,180.9084,101.2388,581.7937,229.9663,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,9,0.06677864491939545,37.0118,29.1184,515.1919,255.7577,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,10,0.06286220252513885,460.2883,101.6335,583.4521,192.8116,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,11,0.05633949860930443,168.2964,31.3755,608.5187,268.755,0.0,False,True,0.0,test
lvis:81:270:8,lvis,81,train2017/000000000081.jpg,270,cloak,cloak,True,0,12,0.05098572000861168,176.9514,176.9463,356.2257,354.7323,0.0,False,True,0.0,test
lvis:139:61:9,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,0,0.5075947046279907,605.3978,304.7004,639.4916,356.0948,0.8890799880027771,True,False,9.998181818181818,test
lvis:139:61:9,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,1,0.19707369804382324,212.4854,299.6367,256.6824,328.2806,0.0,False,True,9.998181818181818,test
lvis:139:61:9,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,2,0.09676512330770493,606.8467,286.6846,639.4929,307.1227,0.05247611925005913,False,True,0.0,test
